Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Contactability_Score,Lead_Score
1,1,0,0,1,5.0,1487,5.0,12,12,5,7,4,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,18.0,0,1,12,7435.0,1,0.9669557705306474
0,3,0,0,1,5.0,837,5.0,5,12,18,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,17.0,0,0,4,4185.0,1,0.9721766904514263
1,3,0,0,1,3.0,1231,3.0,12,12,2,5,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,19.0,0,0,8,3693.0,1,0.9818229949634837
0,3,0,0,1,4.0,1850,4.0,12,12,9,9,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,15.0,15.0,0,0,12,7400.0,1,0.9752779222613883
1,3,0,0,1,2.0,1182,2.0,12,12,1,9,4,1,0,0,0,0,0,0,0,0,20,3,0,0,2,1,15.0,18.0,0,0,12,2364.0,1,0.7909004922910267
1,1,0,0,1,7.0,243,2.33,12,12,5,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,18.0,0,1,12,1701.0,1,0.8581570431153993
1,3,0,0,1,4.0,784,4.0,10,12,8,1,6,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,15.0,18.0,0,0,8,3136.0,1,0.8636254222279617
1,3,0,0,1,5.0,1190,2.5,12,12,8,3,4,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,20.0,0,0,12,5950.0,1,0.9824751636780609
2,10,0,0,1,3.0,827,2.0,2,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,20.0,0,0,8,2481.0,1,0.9642555785779635
1,1,0,0,1,5.0,44,5.0,12,12,8,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,17.0,0,1,12,220.0,1,0.8534150437078991
1,3,0,0,1,5.0,1209,5.0,5,12,1,5,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,18.0,0,0,4,6045.0,1,0.9845257975468817
2,10,0,0,1,0.0,0,0.0,5,36,12,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,18.0,0,0,4,0.0,1,0.9568859061792604
0,3,0,0,1,14.0,1507,1.56,10,12,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,16.0,15.0,0,0,10,21098.0,1,0.9815221611503623
0,3,0,0,1,2.0,857,2.0,12,12,16,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,15.0,0,0,12,1714.0,1,0.9814697950769671
2,10,0,0,1,0.0,0,0.0,5,36,11,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,20.0,0,0,4,0.0,1,0.9627032312071406
1,1,0,0,1,3.0,527,1.5,12,12,12,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,17.0,0,1,12,1581.0,1,0.9406221192201103
1,1,0,0,1,7.0,1357,1.75,10,12,9,7,6,1,0,0,0,0,0,0,0,0,3,1,0,0,1,2,16.0,16.0,0,1,10,9499.0,1,0.9106460837167046
1,3,0,0,1,7.0,1380,2.33,5,12,9,3,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,15.0,16.0,0,0,4,9660.0,1,0.9736535553612014
1,3,0,0,1,3.0,48,3.0,5,12,9,4,4,1,0,0,0,0,0,0,0,0,20,0,0,0,2,2,14.0,15.0,0,0,4,144.0,1,0.8695135347859181
0,3,0,0,1,2.0,1814,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,16.0,0,0,8,3628.0,1,0.9511200358273196
0,6,0,0,1,0.0,0,0.0,12,36,1,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,18.0,0,0,8,0.0,1,0.9526639703243106
0,3,0,0,1,2.0,1551,1.0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,3102.0,1,0.862295097608935
1,3,0,0,1,4.0,1640,4.0,5,12,5,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,20.0,0,0,4,6560.0,1,0.9724630450684234
2,10,0,0,1,0.0,0,0.0,12,36,2,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,19.0,0,0,12,0.0,1,0.9780387733728669
1,7,0,0,1,3.0,597,3.0,12,12,12,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,19.0,0,1,8,1791.0,1,0.9587444374053724
1,7,0,0,1,5.0,1025,5.0,12,12,8,7,4,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,18.0,0,1,12,5125.0,1,0.9752253265997439
2,15,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,3,4,0,0,2,2,15.0,15.0,0,0,8,0.0,1,0.9373601230752222
1,1,0,0,1,4.0,1357,2.0,12,12,4,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,16.0,15.0,0,1,12,5428.0,1,0.9759255512959093
1,1,0,0,1,2.0,882,2.0,12,12,2,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,18.0,0,1,12,1764.0,1,0.9533577962122343
1,3,0,0,1,5.0,841,2.5,12,12,5,3,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,18.0,0,0,12,4205.0,1,0.9856071377223614
2,10,1,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,17.0,0,0,12,0.0,0,0.9358855759586321
1,7,0,0,1,9.0,869,4.5,12,12,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,16.0,0,1,12,7821.0,1,0.7651240879482855
2,10,0,0,1,2.0,1194,2.0,12,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,14.0,19.0,0,0,12,2388.0,1,0.9849222327743067
2,10,0,0,1,0.0,0,0.0,12,36,16,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,17.0,0,0,12,0.0,1,0.9827402521465284
1,7,0,0,1,3.0,140,3.0,12,12,10,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,19.0,0,1,8,420.0,1,0.9276834752720384
4,13,1,0,1,3.0,2217,2.0,2,36,4,8,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,14.0,13.0,0,0,8,6651.0,0,0.8104190051312389
1,3,0,0,1,4.0,1552,4.0,5,12,1,4,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,20.0,0,0,8,6208.0,1,0.9760978516337085
0,7,0,0,1,5.0,8,5.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,14.0,15.0,0,0,12,40.0,1,0.7886999856609737
0,3,0,0,1,4.0,1524,1.33,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,15.0,0,0,12,6096.0,1,0.9708460834111419
1,1,0,0,1,4.0,1054,4.0,12,12,9,4,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,15.0,0,1,12,4216.0,1,0.9942920463476526
1,1,0,0,1,2.0,1138,2.0,12,12,18,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,18.0,0,1,12,2276.0,1,0.9753498808640044
1,1,0,0,1,2.0,1638,2.0,12,12,13,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,17.0,0,1,12,3276.0,1,0.973578690442053
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,0.0,1,0.8661034780776267
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,15.0,0,0,12,0.0,1,0.9077933688333515
2,10,0,0,1,0.0,0,0.0,5,36,8,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9629567501861541
2,10,0,0,1,0.0,0,0.0,5,36,5,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,2,1,15.0,19.0,0,0,4,0.0,1,0.9763682358660287
2,10,1,0,1,0.0,0,0.0,12,36,5,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.9956862734424122
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9837196304813622
0,6,0,0,1,0.0,0,0.0,5,36,2,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,16.0,0,0,4,0.0,1,0.9177190925107647
0,3,0,0,1,2.0,103,1.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,1,2,16.0,15.0,0,0,12,206.0,1,0.876686001116854
2,10,0,0,1,0.0,0,0.0,12,36,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
0,3,0,0,1,4.0,659,4.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2636.0,1,0.7325926911639103
2,10,1,0,1,0.0,0,0.0,12,36,1,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,0,0.9927761843636376
2,15,0,0,1,0.0,0,0.0,5,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9302853131858927
1,7,0,0,1,3.0,1394,3.0,12,12,18,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,1,12,4182.0,1,0.822519440619041
2,10,0,0,1,0.0,0,0.0,5,36,1,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9475833678741777
2,10,0,0,1,0.0,0,0.0,12,36,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,3.0,1721,2.0,13,36,13,7,6,1,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0.0,0.0,0,0,8,5163.0,1,0.9662181044064028
2,10,0,0,1,0.0,0,0.0,12,36,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,0.0,0,0.0,12,36,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,10,0,0,1,0.0,0,0.0,5,36,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.942184644666777
2,10,0,0,1,3.0,28,2.0,8,36,2,7,6,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,14.0,19.0,0,0,8,84.0,1,0.8787983853828598
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,10,0,0,1,0.0,0,0.0,12,36,8,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993024761667658
2,10,0,0,1,0.0,0,0.0,12,36,8,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9719037758258473
2,10,0,0,1,0.0,0,0.0,12,36,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,10,0,0,1,0.0,0,0.0,12,36,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,13,0,0,1,0.0,0,0.0,12,36,8,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9747158073895661
2,10,0,0,1,0.0,0,0.0,12,36,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,0.0,0,0.0,12,36,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,15,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9805679882959433
2,10,0,0,1,0.0,0,0.0,12,36,8,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993024761667658
1,3,0,0,1,4.0,1847,2.0,12,12,2,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,15.0,18.0,0,1,12,7388.0,1,0.9771925200711686
2,10,0,0,1,0.0,0,0.0,12,36,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,0.0,0,0.0,12,36,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,15,0,0,1,0.0,0,0.0,12,36,16,7,4,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,15.0,0,0,12,0.0,1,0.9485497714878734
1,3,0,0,1,5.0,23,5.0,5,12,1,4,5,1,0,0,0,0,0,0,0,0,20,1,0,0,1,1,16.0,19.0,0,0,4,115.0,1,0.8824798805465329
1,3,0,0,1,6.0,1806,3.0,5,12,8,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,1,4,10836.0,1,0.955500516795534
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.8476471095291918
1,3,0,0,1,5.0,479,2.5,5,12,9,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,2,15.0,16.0,0,0,4,2395.0,1,0.9103573460884488
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9837196304813622
1,3,0,0,1,8.0,68,4.0,5,12,5,2,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,544.0,1,0.8296160082543136
0,3,0,0,1,2.0,1494,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,2988.0,1,0.8632634805810135
1,3,0,0,1,4.0,1412,4.0,12,12,1,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5648.0,1,0.9547062194769963
1,1,0,0,1,2.0,1849,2.0,12,12,13,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,3698.0,1,0.9566482723899705
1,1,0,0,1,8.0,1484,8.0,12,12,11,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,11872.0,1,0.962549187325636
1,3,0,0,1,5.0,301,5.0,12,12,1,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1505.0,1,0.8610317094085377
1,3,0,0,1,2.0,761,2.0,12,12,13,4,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1522.0,1,0.9796083956918678
1,1,0,0,1,5.0,586,5.0,1,12,6,7,6,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,8,2930.0,1,0.8803549119630745
1,3,0,0,1,8.0,1641,4.0,10,12,7,10,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,10,13128.0,1,0.9634229517440208
1,3,0,0,1,4.0,1276,4.0,12,12,5,5,4,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0.0,0.0,0,0,12,5104.0,1,0.8163229886010843
2,10,0,0,1,0.0,0,0.0,5,36,11,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,0.0,1,0.9545626660865659
0,3,0,0,1,2.0,1392,1.0,5,12,11,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,15.0,15.0,0,0,4,2784.0,1,0.9509210339022607
1,3,0,0,1,3.0,734,3.0,5,12,2,7,2,1,0,0,0,0,0,0,0,0,3,1,0,0,2,1,15.0,19.0,0,1,8,2202.0,1,0.7932850239690242
1,3,0,0,1,2.0,1349,2.0,12,12,12,6,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,2698.0,1,0.9548287271463188
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9358703054053155
0,3,0,0,1,2.0,1241,1.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,2482.0,1,0.9456596062143295
2,10,0,0,1,0.0,0,0.0,12,36,8,7,6,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,15.0,19.0,0,0,8,0.0,1,0.9808226376735554
2,10,0,0,1,0.0,0,0.0,12,36,11,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0.0,0.0,0,0,8,0.0,1,0.9418594032024957
2,10,0,0,1,0.0,0,0.0,12,36,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
0,1,0,0,1,17.0,1194,1.31,10,12,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,14.0,15.0,0,0,10,20298.0,1,0.7070603766405569
2,10,0,0,1,0.0,0,0.0,5,36,5,7,5,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,15.0,19.0,0,0,8,0.0,1,0.9616392217700941
0,6,0,0,1,0.0,0,0.0,5,36,8,7,4,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,18.0,0,0,4,0.0,1,0.9267317182590555
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,2,2,15.0,15.0,0,0,12,0.0,1,0.8661034780776267
1,3,0,0,1,5.0,1178,5.0,12,12,8,9,4,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,5890.0,1,0.9538390196594656
1,3,0,0,1,16.0,1253,3.2,3,12,1,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,1,1,16.0,19.0,0,0,2,20048.0,1,0.9760618059353259
1,1,0,0,1,2.0,280,2.0,12,12,2,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,14.0,19.0,0,0,8,560.0,1,0.8330617776058215
2,10,0,0,1,3.0,1010,2.0,13,36,13,7,6,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,14.0,19.0,0,0,8,3030.0,1,0.9836538501361839
1,1,1,0,1,4.0,1055,4.0,12,12,10,7,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,0.0,0,1,12,4220.0,0,0.7012609327915665
1,7,0,0,1,5.0,269,5.0,12,12,12,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,1345.0,1,0.9304853902716473
2,10,0,0,1,0.0,0,0.0,12,36,6,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9871251891879534
2,10,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9837196304813622
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.7823530803965645
2,10,0,0,1,0.0,0,0.0,12,36,5,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.993566516424529
2,10,0,0,1,0.0,0,0.0,12,36,13,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.9935547411215484
1,3,0,0,1,3.0,1357,3.0,5,12,5,10,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,4,4071.0,1,0.9312105795181034
1,1,0,0,1,7.0,1273,7.0,12,12,11,7,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,0.0,0,1,12,8911.0,1,0.745012817998528
0,3,0,0,1,2.0,70,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,140.0,1,0.7812671209082651
1,3,0,0,1,5.0,676,5.0,12,12,5,4,4,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3380.0,1,0.9521497029696497
0,3,0,0,1,3.0,1516,3.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,4548.0,1,0.9693706706173384
1,3,0,0,1,5.0,129,2.5,7,12,11,10,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,8,645.0,1,0.7142075052154101
1,3,0,0,1,5.0,251,5.0,12,12,5,10,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1255.0,1,0.9287844792585958
0,3,0,0,1,5.0,921,5.0,12,12,8,10,6,1,0,0,0,0,0,0,0,0,20,1,0,0,2,2,15.0,16.0,0,0,8,4605.0,1,0.9842960471207667
1,1,0,0,1,4.0,1655,1.33,12,12,2,7,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,6620.0,1,0.9779849032956649
1,3,0,0,1,3.0,797,3.0,5,12,11,9,5,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0.0,0.0,0,0,8,2391.0,1,0.8775065361196678
1,7,0,0,1,7.0,1074,3.5,12,12,13,7,6,1,0,0,0,0,0,0,0,0,20,3,0,0,2,1,15.0,18.0,0,1,12,7518.0,1,0.8669271522546995
1,1,0,0,1,6.0,958,6.0,12,12,1,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,1,12,5748.0,1,0.9625233945350429
1,3,0,0,1,4.0,906,4.0,12,12,11,9,6,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3624.0,1,0.9845469155107819
0,6,0,0,1,6.0,781,2.0,5,12,13,7,5,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,18.0,0,1,4,4686.0,1,0.9729979240259543
0,3,0,0,1,4.0,343,4.0,5,12,8,4,5,1,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0.0,0.0,0,0,4,1372.0,1,0.8095174412631257
1,3,0,0,1,4.0,422,2.0,12,12,14,4,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1688.0,1,0.8847947592288105
0,3,0,0,1,2.0,803,2.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,1606.0,1,0.9243840262251133
1,3,0,0,1,5.0,1464,5.0,12,12,10,2,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0.0,0.0,0,0,12,7320.0,1,0.759799222284249
1,3,0,0,1,4.0,494,4.0,5,12,5,4,6,1,0,0,0,0,0,0,0,0,3,0,0,0,2,1,14.0,18.0,0,0,4,1976.0,1,0.7776589652866701
1,3,0,0,1,11.0,442,5.5,5,12,5,5,5,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,0,4,4862.0,1,0.7626229472054925
1,3,0,0,1,5.0,183,2.5,12,12,11,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,1,12,915.0,1,0.8068307478418347
1,3,0,0,1,6.0,1332,2.0,5,12,18,9,6,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,16.0,18.0,0,0,4,7992.0,1,0.9464697762704793
0,3,0,0,1,16.0,436,1.23,5,12,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,6976.0,1,0.8559762380535907
0,6,0,0,1,0.0,0,0.0,12,36,16,7,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0.0,0,0,12,0.0,1,0.8476471095291918
0,3,0,0,1,3.0,1128,3.0,12,12,16,7,5,1,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0.0,0.0,0,0,12,3384.0,1,0.9695738290094602
1,3,0,0,1,12.0,766,6.0,5,12,19,10,5,1,0,0,0,0,0,0,0,0,3,1,0,0,2,1,15.0,18.0,0,0,4,9192.0,1,0.8239490643649283
0,3,0,0,1,4.0,1811,4.0,5,12,16,7,5,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.0,0.0,0,0,4,7244.0,1,0.951464865878819
1,3,0,0,1,5.0,1287,5.0,12,12,8,9,5,1,0,0,0,0,0,0,0,0,20,2,0,0,2,1,14.0,20.0,0,0,8,6435.0,1,0.9631416886460129
1,3,0,0,1,2.0,1290,2.0,1,12,11,10,5,1,0,0,0,0,0,0,0,0,3,1,0,0,2,1,15.0,20.0,0,0,8,2580.0,1,0.8353158840385825
1,7,0,0,1,8.0,1355,8.0,5,12,5,7,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.0,0,1,4,10840.0,1,0.8780412552586095
1,3,0,0,1,5.0,96,1.67,5,12,5,5,6,1,0,0,0,0,0,0,0,0,20,1,0,0,2,1,15.0,18.0,0,1,8,480.0,1,0.8846857830145711
1,7,0,0,1,9.0,1623,2.25,12,12,12,7,5,1,0,0,0,0,0,0,0,0,20,3,0,0,0,0,0.0,0.0,0,1,12,14607.0,1,0.8072647036491039
